theta,gain
0.0,34.1
0.1,34.09560820380679
0.2,34.08242898667492
0.30000000000000004,34.060450845742395
0.4,34.029654552046416
0.5,33.9900130636178
0.6000000000000001,33.94149140256883
0.7000000000000001,33.88404649490367
0.8,33.817626971377855
0.9,33.74217292729995
1.0,33.65761563869623
1.1,33.56387723173657
1.2000000000000002,33.46087030173749
1.3,33.34849747740207
1.4000000000000001,33.22665092521111
1.5,33.09521178802784
1.6,32.95404955099626
1.7000000000000002,32.80302132667692
1.8,32.64197105003888
1.9000000000000001,32.47072857237667
2.0,32.28910864139651
2.1,32.09690975255979
2.2,31.893912854210846
2.3000000000000003,31.679879885960116
2.4000000000000004,31.454552126130654
2.5,31.217648319663795
2.6,30.96886255253932
2.7,30.707861832269007
2.8000000000000003,30.43428332607896
2.9000000000000004,30.147731198629298
3.0,29.847772979044457
3.1,29.533935372006837
3.2,29.205699408867282
3.3000000000000003,28.862494811039053
3.4000000000000004,28.50369340788978
3.5,28.128601412932365
3.6,27.736450312627806
3.7,27.326386057820223
3.8000000000000003,26.897456163546785
3.9000000000000004,26.448594211426446
4.0,25.978601099687022
4.1000000000000005,25.486122184240468
4.2,24.969619178299066
4.3,24.42733529556829
4.4,23.85725158440888
4.5,23.257031632872668
4.6000000000000005,22.62395071035678
4.7,21.95480376400223
4.800000000000001,21.245784201118155
4.9,20.49232154900564
5.0,19.688860001500455
5.1000000000000005,18.82854994765009
5.2,17.902807882221
5.300000000000001,16.90067090881208
5.4,15.80781875167126
5.5,14.605033790269438
5.6000000000000005,13.26566051054418
5.7,11.75116581064448
5.800000000000001,10.002791636729881
5.9,7.924271795375365
6.0,5.340919305187345
6.1000000000000005,1.8811343378602103
6.2,-3.512084247820823
6.300000000000001,-17.961003464997397
6.4,-8.382717289373858
6.5,-1.3628833721206064
6.6000000000000005,2.2461718550934364
6.7,4.619674797360478
6.800000000000001,6.34434291943105
6.9,7.665518784059483
7.0,8.709298095130102
7.1000000000000005,9.549019789553448
7.2,10.231022230813895
7.300000000000001,10.786365494917582
7.4,11.236798573198786
7.5,11.598058958191437
7.6000000000000005,11.881816927322578
7.7,12.096879986727838
7.800000000000001,12.249969213922878
7.9,12.346235460363971
8.0,12.389610570146527
8.1,12.383049756975769
8.200000000000001,12.328699315306725
8.3,12.228010893601141
8.4,12.081815557672687
8.5,11.890365645086995
8.6,11.653348725021946
8.700000000000001,11.369875073531233
8.8,11.038437417339331
8.9,10.656838823836985
9.0,10.22208099445011
9.1,9.730200114068822
9.200000000000001,9.176029627388786
9.3,8.552856756546177
9.4,7.851918331308209
9.5,7.061643880862931
9.600000000000001,6.166483951964963
9.700000000000001,5.1450239232406005
9.8,3.9667940127503307
9.9,2.5865254837462075
10.0,0.9329320497033251
10.100000000000001,-1.1157442088520142
10.200000000000001,-3.794116871223544
10.3,-7.653887658938935
10.4,-14.656541464226834
10.5,-27.771451158681124
10.600000000000001,-11.618679020561096
10.700000000000001,-6.394234963512062
10.8,-3.2286071771721723
10.9,-0.9775273186084661
11.0,0.7507672235292091
11.100000000000001,2.138026653765415
11.200000000000001,3.283555771809091
11.3,4.2475706022524875
11.4,5.069333167522437
11.5,5.775849477274775
11.600000000000001,6.386471567777171
11.700000000000001,6.915519955363692
11.8,7.3738675973398955
11.9,7.7699425437054614
12.0,8.110387558153601
12.100000000000001,8.400508228891965
12.200000000000001,8.644585713452951
12.3,8.846100015745652
12.4,9.007892431273898
12.5,9.132285562542563
12.600000000000001,9.22117303352988
12.700000000000001,9.276087070182793
12.8,9.29824954209181
12.9,9.28861034680034
13.0,9.247875845657418
13.100000000000001,9.17652923421581
13.200000000000001,9.07484412780817
13.3,8.942892183340184
13.4,8.780545205922664
13.5,8.58747186263022
13.600000000000001,8.363128811697091
13.700000000000001,8.106745722050611
13.8,7.817303270397879
13.9,7.493502717536728
14.0,7.133725022107203
14.100000000000001,6.7359765603413315
14.200000000000001,6.297817248751485
14.3,5.816264997101534
14.4,5.287667597139631
14.5,4.707528779764864
14.600000000000001,4.070268205622156
14.700000000000001,3.3688837071904416
14.8,2.594464638329768
14.9,1.7354707749457958
15.0,0.7766275326216956
15.100000000000001,-0.3028360520908322
15.200000000000001,-1.5321389564512842
15.3,-2.954204844209478
15.4,-4.635789659424141
15.5,-6.689154681943251
15.600000000000001,-9.325883579998262
15.700000000000001,-13.025296531357718
15.8,-19.348517449211187
15.9,-47.618828188751074
16.0,-18.99560748449627
16.1,-13.304272997183418
16.2,-10.018293871803444
16.3,-7.741001387590821
16.400000000000002,-6.026130168951532
16.5,-4.6732796320140935
16.6,-3.5751322921425484
16.7,-2.6675455635073675
16.8,-1.9091834161965764
16.900000000000002,-1.2719126296174181
17.0,-0.7357863323834621
17.1,-0.28621474184002693
17.2,0.0877284746861875
17.3,0.39436914196500794
17.400000000000002,0.6401254513997401
17.5,0.829973404188884
17.6,0.9677667195319373
17.7,1.0564601110874392
17.8,1.0982660547882048
17.900000000000002,1.0947640137933519
18.0,1.0469741699008424
18.1,0.955403213182656
18.2,0.8200666300935495
18.3,0.6404895800357551
18.400000000000002,0.4156864432315146
18.5,0.14411712903952179
18.6,-0.17638407278323598
18.7,-0.548714341613092
18.8,-0.9766544668493538
18.900000000000002,-1.4650855248489094
19.0,-2.0202990303414765
19.1,-2.6504474363834944
19.200000000000003,-3.366213248282939
19.3,-4.181832564452279
19.400000000000002,-5.116720100002176
19.5,-6.198171712032348
19.6,-7.466129066635332
19.700000000000003,-8.982234179830016
19.8,-10.848840807933279
19.900000000000002,-13.254921843517693
20.0,-16.613305694952373
20.1,-22.16321606450461
20.200000000000003,-41.404567441850496
20.3,-24.3845059798113
20.400000000000002,-17.8306390314168
20.5,-14.188648485401195
20.6,-11.67715838021951
20.700000000000003,-9.775753453684608
20.8,-8.259549635003289
20.900000000000002,-7.010695181536327
21.0,-5.959687609392553
21.1,-5.062108419773907
21.200000000000003,-4.287866693034843
21.3,-3.6156594220664715
21.400000000000002,-3.029879650171573
21.5,-2.51877968741141
21.6,-2.0733241622904757
21.700000000000003,-1.6864441258685687
21.8,-1.3525354116166781
21.900000000000002,-1.067111724040501
22.0,-0.8265591332413109
22.1,-0.6279590590529764
22.200000000000003,-0.46895879912162997
22.3,-0.3476759291170737
22.400000000000002,-0.26262746628406575
22.5,-0.2126776374761974
22.6,-0.19700005857084335
22.700000000000003,-0.21505148658705053
22.8,-0.2665552779326177
22.900000000000002,-0.3514934227338955
23.0,-0.4701066258720985
23.1,-0.622902444277976
23.200000000000003,-0.8106720301262271
23.3,-1.0345166339280993
23.400000000000002,-1.2958857649486788
23.5,-1.5966298899281526
23.6,-1.939071923880178
23.700000000000003,-2.3261037619214378
23.8,-2.7613170987654527
23.900000000000002,-3.249182424703207
24.0,-3.7952974956523846
24.1,-4.406738783267755
24.200000000000003,-5.092570252580607
24.3,-5.864600851263347
24.400000000000002,-6.738551043010155
24.5,-7.735924305542191
24.6,-8.887164303166607
24.700000000000003,-10.237327053638367
24.8,-11.857133887463391
24.900000000000002,-13.866995068264409
25.0,-16.498044251319158
25.1,-20.290584669599433
25.200000000000003,-27.13906400252403
25.3,-41.51125604074367
25.400000000000002,-24.40986736355545
25.5,-19.077054348016937
25.6,-15.84759623061965
25.700000000000003,-13.544589605762958
25.8,-11.768922538298199
25.900000000000002,-10.336291775533745
26.0,-9.146288961510514
26.1,-8.138155007205349
26.200000000000003,-7.272338233285474
26.3,-6.521670724745952
26.400000000000002,-5.866708371258987
26.5,-5.2930792682000956
26.6,-4.789884092603884
26.700000000000003,-4.348684615884473
26.8,-3.9628389341048518
26.900000000000002,-3.6270503134393763
27.0,-3.337052667489125
27.1,-3.089386304860817
27.200000000000003,-2.881235048438974
27.3,-2.7103061744726347
27.400000000000002,-2.5747409596753954
27.5,-2.473047628881659
27.6,-2.4040510969689493
27.700000000000003,-2.366855635301924
27.8,-2.3608177859382593
27.900000000000002,-2.38552769373608
28.0,-2.4407976530093407
28.1,-2.5266571549983396
28.200000000000003,-2.643354134153533
28.3,-2.791362490795244
28.400000000000002,-2.971396355511459
28.5,-3.1844319984422143
28.6,-3.431738824482416
28.700000000000003,-3.7149216008842103
28.8,-4.035977035024317
28.900000000000002,-4.397369207991517
29.0,-4.802130414575721
29.1,-5.253997058192887
29.200000000000003,-5.757595073177846
29.3,-6.318697078008057
29.400000000000002,-6.9445862502496
29.5,-7.6445838255943315
29.6,-8.430836220772157
29.700000000000003,-9.319530904791257
29.8,-10.33285473579324
29.900000000000002,-11.502314210443416
30.0,-12.874739160824923
30.1,-14.524081818003957
30.200000000000003,-16.57736636483687
30.3,-19.281786710858846
30.400000000000002,-23.229513018840365
30.5,-30.62883997193186
30.6,-40.129843755953296
30.700000000000003,-26.24563303442332
30.8,-21.202667143143998
30.900000000000002,-18.077435501330584
31.0,-15.824718392721032
31.1,-14.075881395507295
31.200000000000003,-12.657443076346674
31.3,-11.47379846338606
31.400000000000002,-10.466638533355116
31.5,-9.597784474562822
31.6,-8.840889760434862
31.700000000000003,-8.177024240475149
31.8,-7.592146426790968
31.900000000000002,-7.0755712498295935
32.0,-6.618997248590048
32.1,-6.215864944666485
32.2,-5.8609199574138415
32.300000000000004,-5.549907430340198
32.4,-5.279353387577707
32.5,-5.046405263559748
32.6,-4.8487137270775875
32.7,-4.684343986874616
32.800000000000004,-4.55170860184807
32.9,-4.449516310112735
33.0,-4.376733049862409
33.1,-4.332552476551122
33.2,-4.316374072714929
33.300000000000004,-4.3277875168651505
33.4,-4.36656240302748
33.5,-4.432642734363263
33.6,-4.526145889480958
33.7,-4.647366006422573
33.800000000000004,-4.796781970499026
33.9,-4.975070451012982
34.0,-5.183124733898701
34.1,-5.4220804743902775
34.2,-5.693349989802286
34.300000000000004,-5.998667391064664
34.4,-6.3401478093392
34.5,-6.720365361966991
34.6,-7.142456563445592
34.7,-7.6102590248613495
34.800000000000004,-8.128500185563283
34.9,-8.703058691225301
35.0,-9.341334072959661
35.1,-10.052782765567478
35.2,-10.849718513979802
35.300000000000004,-11.748550201627431
35.4,-12.771778757274426
35.5,-13.951389950248775
35.6,-15.335006203844735
35.7,-16.99802129394657
35.800000000000004,-19.070425164703487
35.9,-21.806700951761712
36.0,-25.82314528664166
36.1,-33.48457361765606
36.2,-41.285955406641996
36.300000000000004,-28.36927653455451
36.4,-23.435423471452005
36.5,-20.347280205207248
36.6,-18.109393359383127
36.7,-16.365115849398187
36.800000000000004,-14.945295440105284
36.9,-13.756262308359801
37.0,-12.740693686935352
37.1,-11.860957856492
37.2,-11.091028028563159
37.300000000000004,-10.412165328729948
37.4,-9.810441444030054
37.5,-9.275233776641038
37.6,-8.798268299660378
37.7,-8.372987206202971
37.800000000000004,-7.9941176183919325
37.9,-7.657369373593575
38.0,-7.359218312054146
38.1,-7.096747770381334
38.2,-6.8675306698551495
38.300000000000004,-6.669540540203684
38.400000000000006,-6.501083583944258
38.5,-6.360746329673503
38.6,-6.247355046140726
38.7,-6.159944191449519
38.800000000000004,-6.097731936311199
38.900000000000006,-6.060101341772672
39.0,-6.046586164076196
39.1,-6.056860550866645
39.2,-6.090732116699989
39.300000000000004,-6.148138064684467
39.400000000000006,-6.229144171892834
39.5,-6.333946592027338
39.6,-6.462876560894671
39.7,-6.6164082292880195
39.800000000000004,-6.795170005477303
39.900000000000006,-6.999959979662584
40.0,-7.231766243761065
40.1,-7.491793237194777
40.2,-7.781495679691844
40.300000000000004,-8.102622250346577
40.400000000000006,-8.457272022199625
40.5,-8.847967894877378
40.6,-9.277753095348515
40.7,-9.750319585843535
40.800000000000004,-10.27018151575625
40.900000000000006,-10.842913704867904
41.0,-11.475486395338145
41.1,-12.176746621025671
41.2,-12.958130293739138
41.300000000000004,-13.83475146532679
41.400000000000006,-14.827136743013291
41.5,-15.964125254075093
41.6,-17.288021548872358
41.7,-18.86449423482422
41.800000000000004,-20.803674809095305
41.900000000000006,-23.312244031961313
42.0,-26.8548674676277
42.1,-32.91848669984105
42.2,-78.6451591011676
42.300000000000004,-32.891289363722045
42.400000000000006,-26.934911610364367
42.5,-23.469503640519925
42.6,-21.030473661771502
42.7,-19.157570696944994
42.800000000000004,-17.645538617333088
42.900000000000006,-16.38481538125778
43.0,-15.309980154339875
43.1,-14.378832119152683
43.2,-13.562562714873444
43.300000000000004,-12.840634767893171
43.400000000000006,-12.197898360880025
43.5,-11.622864756031198
43.6,-11.106621703832928
43.7,-10.642123895886854
43.800000000000004,-10.223712967018976
43.900000000000006,-9.846783400243972
44.0,-9.507544232933
44.1,-9.202845464178687
44.2,-8.930049252169248
44.300000000000004,-8.686932804612532
44.400000000000006,-8.47161414006522
44.5,-8.28249465122201
44.6,-8.11821421668244
44.7,-7.977615830616429
44.800000000000004,-7.859717559729397
44.900000000000006,-7.763690224455431
45.0,-7.688839619403673
45.1,-7.63459239068451
45.2,-7.600484910580427
45.300000000000004,-7.586154657225158
45.400000000000006,-7.591333735131663
45.5,-7.615844273263214
45.6,-7.659595519336648
45.7,-7.722582518526345
45.800000000000004,-7.804886326703574
45.900000000000006,-7.906675767015251
46.0,-8.028210797860453
46.1,-8.169847624102125
46.2,-8.332045756060474
46.300000000000004,-8.515377307817396
46.400000000000006,-8.720538934510678
46.5,-8.948366946925965
46.6,-9.19985632378527
46.7,-9.476184586259187
46.800000000000004,-9.778741832530876
46.900000000000006,-10.109168693133597
47.0,-10.469404621649836
47.1,-10.861749875258376
47.2,-11.288945915917047
47.300000000000004,-11.754281019037116
47.400000000000006,-12.261731016230563
47.5,-12.816150011323991
47.6,-13.423533807701737
47.7,-14.091391882481297
47.800000000000004,-14.82928623688607
47.900000000000006,-15.64963568098782
48.0,-16.568959543202297
48.1,-17.609884392079543
48.2,-18.80455479733471
48.300000000000004,-20.200821372809393
48.400000000000006,-21.874457258473306
48.5,-23.956196468089672
48.6,-26.702317269422934
48.7,-30.73506290285257
48.800000000000004,-38.45882514593567
48.900000000000006,-45.871286941434526
49.0,-33.15343348877098
49.1,-28.234078367817382
49.2,-25.14135052601639
49.300000000000004,-22.89112159813375
49.400000000000006,-21.129495416148572
49.5,-19.68830244618193
49.6,-18.474295224155945
49.7,-17.430347010393177
49.800000000000004,-16.51891400975061
49.900000000000006,-15.713998388601624
50.0,-14.996854085075
50.1,-14.353520919537132
50.2,-13.773325794688674
50.300000000000004,-13.24792879571011
50.400000000000006,-12.77069252383368
50.5,-12.33625155673571
50.6,-11.940210383751129
50.7,-11.578926419062334
50.800000000000004,-11.24935089401319
50.900000000000006,-10.948910066862304
51.0,-10.675415110725005
51.1,-10.426992785312919
51.2,-10.202031426731637
51.300000000000004,-9.999138400726373
51.400000000000006,-9.817106255593302
51.5,-9.654885563312156
51.6,-9.511562965181305
51.7,-9.386343314203806
51.800000000000004,-9.278535078212613
51.900000000000006,-9.187538366813037
52.0,-9.112835092975821
52.1,-9.053980891164194
52.2,-9.010598498398068
52.300000000000004,-8.982372369836824
52.400000000000006,-8.969044351443358
52.5,-8.970410272817688
52.6,-8.986317356121098
52.7,-9.016662364234946
52.800000000000004,-9.061390434520241
52.900000000000006,-9.120494565050187
53.0,-9.194015739049185
53.1,-9.282043691432968
53.2,-9.384718339698644
53.300000000000004,-9.502231920867949
53.400000000000006,-9.634831897729413
53.5,-9.78282472241235
53.6,-9.946580574763047
53.7,-10.126539228878173
53.800000000000004,-10.323217245829213
53.900000000000006,-10.537216747231561
54.0,-10.769236097159407
54.1,-11.02008291492458
54.2,-11.290689966767331
54.300000000000004,-11.582134652447017
54.400000000000006,-11.895663030264807
54.5,-12.232719636441963
54.6,-12.59498478964884
54.7,-12.984421685939694
54.800000000000004,-13.403336471632954
54.900000000000006,-13.854455770972649
55.0,-14.341028066153783
55.1,-14.866958250444426
55.2,-15.436989230760034
55.300000000000004,-16.056951747430716
55.400000000000006,-16.73411560561619
55.5,-17.477696042847455
55.6,-18.299605415798716
55.7,-19.21560818780197
55.800000000000004,-20.24717033246595
55.900000000000006,-21.424573393149416
56.0,-22.792497681900308
56.1,-24.420874576457862
56.2,-26.428395142585423
56.300000000000004,-29.041944075342293
56.400000000000006,-32.78825670494755
56.5,-39.48426672118125
56.6,-55.61597147255005
56.7,-37.171822669674775
56.800000000000004,-31.717709197511518
56.900000000000006,-28.41790172805979
57.0,-26.05375815307051
57.1,-24.216813494812662
57.2,-22.719447660974865
57.300000000000004,-21.459739096404014
57.400000000000006,-20.376102862329837
57.5,-19.42846414422111
57.6,-18.58927684670376
57.7,-17.838790192247387
57.800000000000004,-17.162359308319232
57.900000000000006,-16.54882433886717
58.0,-15.989485935713319
58.1,-15.477431773174644
58.2,-15.007078976202195
58.300000000000004,-14.57385438402806
58.400000000000006,-14.173965647931276
58.5,-13.804233859622393
58.6,-13.46196887593296
58.7,-13.144874906892646
58.800000000000004,-12.850977963911802
58.900000000000006,-12.578569367678334
59.0,-12.326161235808009
59.1,-12.092451031219305
59.2,-11.876293050359507
59.300000000000004,-11.67667528855361
59.400000000000006,-11.492700516151253
59.5,-11.323570684703583
59.6,-11.168573990822473
59.7,-11.02707407934043
59.800000000000004,-10.89850098241331
59.900000000000006,-10.782343478044318
60.0,-10.678142617703614
60.1,-10.585486223652843
60.2,-10.504004196112461
60.300000000000004,-10.43336450134781
60.400000000000006,-10.373269736155827
60.5,-10.323454183639214
60.6,-10.28368129070332
60.7,-10.253741510266941
60.800000000000004,-10.233450461399464
60.900000000000006,-10.222647368989662
61.0,-10.221193751507059
61.1,-10.228972331242517
61.2,-10.245886146352802
61.300000000000004,-10.271857848278827
61.400000000000006,-10.306829171817604
61.5,-10.350760568433302
61.6,-10.403630996405589
61.7,-10.465437864229806
61.800000000000004,-10.536197126390626
61.900000000000006,-10.615943533312524
62.0,-10.704731040026466
62.1,-10.802633380966952
62.2,-10.909744821418833
62.300000000000004,-11.026181099567296
62.400000000000006,-11.152080576987323
62.5,-11.287605619879493
62.6,-11.4329442385854
62.7,-11.588312019110177
62.800000000000004,-11.753954387804988
62.900000000000006,-11.930149259349868
63.0,-12.11721012915941
63.1,-12.315489684863984
63.2,-12.525384028317923
63.300000000000004,-12.747337620611937
63.400000000000006,-12.981849089084797
63.5,-13.229478069035515
63.6,-13.490853296032974
63.7,-13.766682220546357
63.800000000000004,-14.057762489405754
63.900000000000006,-14.364995734411231
64.0,-14.689404235773189
64.10000000000001,-15.032151199221765
64.2,-15.394565618272438
64.3,-15.77817301333998
64.4,-16.184733786064285
64.5,-16.616291559501683
64.60000000000001,-17.07523478431346
64.7,-17.56437622241517
64.8,-18.087056906550778
64.9,-18.647284204125704
65.0,-19.24991834570534
65.10000000000001,-19.90092937049056
65.2,-20.607758997282133
65.3,-21.379843429467485
65.4,-22.229391420134426
65.5,-23.17258347725587
65.60000000000001,-24.231499299067323
65.7,-25.43737838459805
65.8,-26.83650069127078
65.9,-28.501706360818247
66.0,-30.557619295303958
66.10000000000001,-33.24544180635181
66.2,-37.137625274916694
66.3,-44.31934000402379
66.4,-55.414166740937354
66.5,-40.51613807959749
66.60000000000001,-35.342252030334855
66.7,-32.14316057866841
66.8,-29.827870362256732
66.9,-28.016914383994475
67.0,-26.532889181402524
67.10000000000001,-25.278393582568242
67.2,-24.19414932614515
67.3,-23.24137999924387
67.4,-22.393324334799985
67.5,-21.630731930198387
67.60000000000001,-20.939290048705836
67.7,-20.308066018711976
67.8,-19.72851921814793
67.9,-19.193849644226994
68.0,-18.698554204563933
68.10000000000001,-18.238115988393247
68.2,-17.80878138456466
68.3,-17.407396831489926
68.4,-17.0312870216491
68.5,-16.67816253639119
68.60000000000001,-16.34604876887274
68.7,-16.03323050560914
68.8,-15.73820820087763
68.9,-15.459663102708312
69.0,-15.19642916343431
69.10000000000001,-14.947470209901347
69.2,-14.711861233912273
69.3,-14.488772941469612
69.4,-14.27745890245621
69.5,-14.077244792536582
69.60000000000001,-13.887519331302649
69.7,-13.707726605465204
69.8,-13.53735953053505
69.9,-13.375954254181835
70.0,-13.223085343048595
70.10000000000001,-13.07836162497886
70.2,-12.94142258238945
70.3,-12.811935211378675
70.4,-12.689591276221542
70.5,-12.57410490099975
70.60000000000001,-12.465210449893682
70.7,-12.36266065560941
70.8,-12.26622496190351
70.9,-12.175688051500224
71.0,-12.090848535090721
71.10000000000001,-12.011517780748413
71.2,-11.937518866126766
71.3,-11.8686856383408
71.4,-11.804861868559414
71.5,-11.745900490128214
71.60000000000001,-11.69166291055452
71.7,-11.642018388972765
71.8,-11.59684347179978
71.9,-11.556021480223613
72.0,-11.519442043968695
72.10000000000001,-11.487000676466295
72.2,-11.458598387151575
72.3,-11.434141327118155
72.4,-11.413540464805124
72.5,-11.396711288774426
72.60000000000001,-11.383573534971823
72.7,-11.374050936156245
72.8,-11.368070991437797
72.9,-11.365564754088496
73.0,-11.366466635986335
73.10000000000001,-11.370714227226621
73.2,-11.378248129587263
73.3,-11.389011802669671
73.4,-11.40295142165676
73.5,-11.420015745735384
73.60000000000001,-11.440155996325878
73.7,-11.463325744344324
73.8,-11.489480805799424
73.9,-11.518579145092616
74.0,-11.550580785449966
74.10000000000001,-11.585447725969544
74.2,-11.623143864815184
74.3,-11.663634928132915
74.4,-11.706888404304586
74.5,-11.752873483190093
74.60000000000001,-11.801561000041858
74.7,-11.852923383804018
74.8,-11.906934609537203
74.9,-11.96357015473297
75.0,-12.022806959305
75.10000000000001,-12.08462338906542
75.2,-12.148999202512663
75.3,-12.21591552077546
75.4,-12.285354800574169
75.5,-12.357300810074726
75.60000000000001,-12.431738607526462
75.7,-12.508654522586696
75.8,-12.588036140248327
75.9,-12.669872287299135
76.0,-12.75415302125154
76.10000000000001,-12.840869621694402
76.2,-12.930014584026402
76.3,-13.021581615544157
76.4,-13.115565633864705
76.5,-13.211962767674876
76.60000000000001,-13.310770359808465
76.7,-13.411986972661246
76.80000000000001,-13.515612395966464
76.9,-13.621647656960214
77.0,-13.73009503297893
77.10000000000001,-13.840958066540566
77.2,-13.954241582972365
77.30000000000001,-14.069951710659886
77.4,-14.188095904003283
77.5,-14.30868296918036
77.60000000000001,-14.431723092828747
77.7,-14.557227873773506
77.80000000000001,-14.685210357944307
77.9,-14.815685076638182
78.0,-14.948668088306938
78.10000000000001,-15.084177024063052
78.2,-15.222231137122264
78.30000000000001,-15.362851356421565
78.4,-15.506060344675944
78.5,-15.65188256116869
78.60000000000001,-15.800344329592555
78.7,-15.951473911299423
78.80000000000001,-16.105301584348055
78.9,-16.261859728779577
79.0,-16.421182918599264
79.10000000000001,-16.583308020984695
79.2,-16.748274303302942
79.30000000000001,-16.9161235485767
79.4,-17.086900180105765
79.5,-17.26065139603086
79.60000000000001,-17.43742731470865
79.7,-17.617281131863557
79.80000000000001,-17.800269290589775
79.9,-17.986451665398953
80.0,-18.17589176164403
80.10000000000001,-18.36865693180669
80.2,-18.56481861031009
80.30000000000001,-18.76445256871842
80.4,-18.967639193414264
80.5,-19.174463788097647
80.60000000000001,-19.385016903755456
80.7,-19.599394699081458
80.80000000000001,-19.8176993347234
80.9,-20.040039405179513
81.0,-20.26653041268765
81.10000000000001,-20.49729528804884
81.2,-20.732464964029965
81.30000000000001,-20.97217900779571
81.4,-21.216586319776233
81.5,-21.465845907481523
81.60000000000001,-21.720127744089055
81.7,-21.979613723163162
81.80000000000001,-22.244498722695546
81.9,-22.5149917938191
82.0,-22.791317492129863
82.10000000000001,-23.07371737264492
82.2,-23.362451673141727
82.30000000000001,-23.657801215100683
82.4,-23.960069556928218
82.5,-24.269585440755748
82.60000000000001,-24.586705582230586
82.7,-24.91181786271568
82.80000000000001,-25.24534499569097
82.9,-25.58774875455739
83.0,-25.939534868371844
83.10000000000001,-26.301258716403616
83.2,-26.673531983358536
83.30000000000001,-27.057030476743797
83.4,-27.452503358936333
83.5,-27.86078411302138
83.60000000000001,-28.28280364870404
83.7,-28.71960607028374
83.80000000000001,-29.172367783545262
83.9,-29.64242082818776
84.0,-30.131281609872154
84.10000000000001,-30.6406866052317
84.2,-31.172637175465105
84.30000000000001,-31.729456428625035
84.4,-32.31386224119243
84.5,-32.92906228500208
84.60000000000001,-33.578879532381755
84.7,-34.267920781224525
84.80000000000001,-35.0018072092327
84.9,-35.78749655097874
85.0,-36.63374439778183
85.10000000000001,-37.55178359080384
85.2,-38.5563584917031
85.30000000000001,-39.66736281088982
85.4,-40.91256019273755
85.5,-42.33237929186098
85.60000000000001,-43.9890290247643
85.7,-45.98565357073459
85.80000000000001,-48.51265357670142
85.9,-51.98650089143455
86.0,-57.66231262445556
86.10000000000001,-77.58691495475756
86.2,-59.873797574198285
86.30000000000001,-53.42771209130181
86.4,-49.8495425794768
86.5,-47.38374376739973
86.60000000000001,-45.51460093599611
86.7,-44.01874561607142
86.80000000000001,-42.77895559766221
86.9,-41.72602046620293
87.0,-40.8156539776571
87.10000000000001,-40.01780697551562
87.2,-39.31115825815588
87.30000000000001,-38.68003716460618
87.4,-38.11259373913665
87.5,-37.599654849369465
87.60000000000001,-37.13397912410607
87.7,-36.709754704437735
87.80000000000001,-36.322250663814266
87.9,-35.96756894638431
88.0,-35.64246395972015
88.10000000000001,-35.344208851642
88.2,-35.07049471647553
88.30000000000001,-34.81935348715938
88.4,-34.58909816567556
88.5,-34.37827594816665
88.60000000000001,-34.1856310796013
88.7,-34.01007514810103
88.80000000000001,-33.850663138772696
88.9,-33.70657399854654
89.0,-33.57709477369024
89.10000000000001,-33.4616076075745
89.2,-33.35957905307807
89.30000000000001,-33.2705512786163
89.4,-33.19413484112983
89.5,-33.13000277161533
89.60000000000001,-33.07788577489982
89.7,-33.03756838955484
89.80000000000001,-33.00888598927754
89.9,-32.991722535967405
90.0,-32.986009018983616
